parent, map, numimages, MatchedSizes, Width, Height, CombWidth, CombHeight, IsOutput
southernelsweyr, hallsofhighmane_int_base, 9, True, 256, 256, 768, 768, True
thievesguild, hubalajadpalaceint_02_base, 9, True, 256, 256, 768, 768, True
craglorn, ilthagsundertower_base, 9, True, 256, 256, 768, 768, True
summerset, sq5mephalaint02b_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewer_ebonheart3m_base, 36, True, 512, 512, 3072, 3072, True
vvardenfell, matusakin_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_approach_base, 9, True, 256, 256, 768, 768, True
stormhaven, aphrenshold_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena02_base, 9, True, 256, 256, 768, 768, True
wrothgar, fharunstronghold01_base, 9, True, 256, 256, 768, 768, True
reach, gloomreach3_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_undertowcavern_base, 9, True, 256, 256, 768, 768, True
elsweyr, khasdaskeep01_base, 9, True, 256, 256, 768, 768, True
stonefalls, housedrescrypts_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivecstolms01_base, 9, True, 256, 256, 768, 768, True
reach, gloomreach5_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq2adminnexus01_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararenavault_base, 9, True, 256, 256, 768, 768, True
blackwood, vaultdelve_int03_base, 9, True, 256, 256, 768, 768, True
eastmarch, fortmorvunskar_base, 9, True, 256, 256, 768, 768, True
temporarymaps, u31_housing_sweetwater, 9, True, 256, 256, 768, 768, True
rivenspire, edraldundercroftdomed_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtimperialthroneroom_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_fargravezone_base, 16, True, 512, 512, 2048, 2048, True
elsweyr, sunspireroom002_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, kiergofightingpit_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewersebon1_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_silenthalls_ext01_base, 9, True, 256, 256, 768, 768, True
greenshade, shroudedhollowarea2_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vassirdidanat02_base, 9, True, 256, 256, 768, 768, True
greenshade, vetcirtyash04_base, 9, True, 256, 256, 768, 768, True
justice, banditden5_room3_base, 9, True, 256, 256, 768, 768, True
grahtwood, maarsoutsidemap001_base, 9, True, 256, 256, 768, 768, True
skyrim, skrtut_deepwoodvale_base, 9, True, 256, 256, 768, 768, True
malabaltor, ouze_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_balfiera_int8_base, 9, True, 256, 256, 768, 768, True
housing, shroudedrealmint_base, 9, True, 256, 256, 768, 768, True
skyrim, knightfall2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_fargraverefuge_low_base, 9, True, 256, 256, 768, 768, True
main, heartsgrief3_base, 9, True, 256, 256, 768, 768, True
vvardenfell, veloth02_base, 9, True, 256, 256, 768, 768, True
blackwood, tdc_map_outside_001, 9, True, 256, 256, 768, 768, True
justice, banditden4_room4_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_bathhouse3_base, 9, True, 256, 256, 768, 768, True
cyrodiil, serpenthollowcave_base, 9, True, 256, 256, 768, 768, True
summerset, crystaltower_barrier_base, 9, True, 256, 256, 768, 768, True
reach, btharzelchamber_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivecstolms02a_base, 9, True, 256, 256, 768, 768, True
tutorial, epuprootedhideout_ep1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivecstolms02b_base, 9, True, 256, 256, 768, 768, True
clockwork, planisphere_map1_base, 9, True, 256, 256, 768, 768, True
therift, trolhettacave_base, 9, True, 256, 256, 768, 768, True
eastmarch, direfrostkeep_base, 9, True, 256, 256, 768, 768, True
housing, antiquariansalpineext_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, sadrithmora_base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, nchuleftingth7_base, 9, True, 256, 256, 768, 768, True
reach, lostvalleybarrow_base, 9, True, 256, 256, 768, 768, True
thievesguild, deathhollowhalls_room5_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_pantherfang_int2_0_base, 9, True, 256, 256, 768, 768, True
craglorn, dragonstararena06_base, 9, True, 256, 256, 768, 768, True
stonefalls, crowswood_base, 9, True, 256, 256, 768, 768, True
elsweyr, sunspireoverworld_base, 9, True, 256, 256, 768, 768, True
malabaltor, blackvineruins_base, 9, True, 256, 256, 768, 768, True
greenshade, marchodsacrifices_base, 9, True, 256, 256, 768, 768, True
vvardenfell, drinithtombfw01_base, 9, True, 256, 256, 768, 768, True
elsweyr, sepulcherofmischance01_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, ui_map_domdepthsofmal3_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, castlekvatch02_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_shatteredambition_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, goldcoast_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_dreaded_refuge_int_base2, 9, True, 256, 256, 768, 768, True
deshaan, mournholdsewers_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, castlekvatch04_base, 9, True, 256, 256, 768, 768, True
summerset, traitorsvault02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ashimanu_base, 9, True, 256, 256, 768, 768, True
grahtwood, rajhinsvaultsmallroom_base, 9, True, 256, 256, 768, 768, True
therift, forelhost_base, 9, True, 256, 256, 768, 768, True
housing, thievesoasisint2_base, 9, True, 256, 256, 768, 768, True
stormhaven, wayrest_base, 25, True, 256, 256, 1280, 1280, True
summerset, crystaltower_trophy01_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharbonobels2_base, 9, True, 256, 256, 768, 768, True
housing, snowglobe_int1_base, 9, True, 256, 256, 768, 768, True
blackwood, tdc_map_secret_001, 9, True, 256, 256, 768, 768, True
summerset, collegeofpsijicsruins_btm_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_housing_pantherfang_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_griefint_base, 9, True, 256, 256, 768, 768, True
craglorn, ui_map_bloodrootint1_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_borderwatch_sewers_base, 9, True, 256, 256, 768, 768, True
thievesguild, thehideaway_floor2_base, 9, True, 256, 256, 768, 768, True
vvardenfell, balfel_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvilla_mapsecret2, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvilla_mapsecret3, 9, True, 256, 256, 768, 768, True
blackwood, u30_shattered_vault_4_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvilla_mapsecret1, 9, True, 256, 256, 768, 768, True
southernelsweyr, moonlitcove02_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, ui_maps_kvatch, 1, True, 64, 64, 64, 64, True
wrothgar, morkuldescent_map_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, newmoonfortress1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ramimilk_base, 9, True, 256, 256, 768, 768, True
housing, u32_agonysascent_int01_base, 9, True, 256, 256, 768, 768, True
reach, gloomreach4_base, 9, True, 256, 256, 768, 768, True
greenshade, woodhearth_base, 25, True, 256, 256, 1280, 1280, True
summerset, ceytarn_dungeon03_base, 9, True, 256, 256, 768, 768, True
reach, darkdescent_base, 9, True, 256, 256, 768, 768, True
cyrodiil, iccoldharboraboretum1_base, 9, True, 256, 256, 768, 768, True
prologue, u29_ne_salas_vault_base, 9, True, 256, 256, 768, 768, True
rivenspire, shornhelm_base, 4, True, 512, 512, 1024, 1024, True
auridon, shatteredshoals_base, 9, True, 256, 256, 768, 768, True
vvardenfell, galomdaeusend_base, 9, True, 256, 256, 768, 768, True
grahtwood, grahtwood_base, 4, True, 1024, 1024, 2048, 2048, True
thievesguild, sulimamansion_exterior, 9, True, 256, 256, 768, 768, True
temporarymaps, arpenia_base, 9, True, 256, 256, 768, 768, True
blackwood, vaultdelve_int01_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_swallowedgrove_base, 9, True, 256, 256, 768, 768, True
craglorn, elinhirmagevision_base, 9, True, 256, 256, 768, 768, True
vvardenfell, viviccity_base, 25, True, 256, 256, 1280, 1280, True
darkbrotherhood, varoestatetunnels01_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, varoestatecaves02_base, 9, True, 256, 256, 768, 768, True
summerset, alinoroutlawsrefuge01_base, 9, True, 256, 256, 768, 768, True
elsweyr, sunspirehall001_base, 9, True, 256, 256, 768, 768, True
thievesguild, abahslanding_velmont_base, 25, True, 256, 256, 1280, 1280, True
wrothgar, argentmine2_base, 9, True, 256, 256, 768, 768, True
vvardenfell, molagmarglassmine_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenaslavacaveinterior_base, 9, True, 256, 256, 768, 768, True
wrothgar, fharunstronghold03b_base, 9, True, 256, 256, 768, 768, True
summerset, monasteryoshfloor01_base, 9, True, 256, 256, 768, 768, True
reach, btharzel_public_base, 9, True, 256, 256, 768, 768, True
auridon, rage_base, 9, True, 256, 256, 768, 768, True
summerset, karndar_06_base, 9, True, 256, 256, 768, 768, True
stonefalls, tormentedspireinstance_base, 9, True, 256, 256, 768, 768, True
summerset, karndar_05_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, dormantvolcanointerior_base, 9, True, 256, 256, 768, 768, True
skyrim, greymooreintsec02_base, 9, True, 256, 256, 768, 768, True
stormhaven, farangelsdelve_base, 9, True, 256, 256, 768, 768, True
malabaltor, tempestislandswcave_base, 9, True, 256, 256, 768, 768, True
tutorial, uprootedhideout_ad2_base, 9, True, 256, 256, 768, 768, True
tutorial, epuprootedhideout_ep2_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_drefuge_forge_baseb, 9, True, 256, 256, 768, 768, True
southernelsweyr, dormantvolcanointerior2_base, 9, True, 256, 256, 768, 768, True
thievesguild, hiradirgecitadeltg3_s1_base, 9, True, 256, 256, 768, 768, True
main, sancretor2_base, 9, True, 256, 256, 768, 768, True
shadowfen, ui_cradleofshadowsint_004_base, 9, True, 256, 256, 768, 768, True
summerset, alinor_base, 25, True, 256, 256, 1280, 1280, True
temporarymaps, arpenial_base, 9, True, 256, 256, 768, 768, True
wrothgar, graystonequarrytop_base, 9, True, 256, 256, 768, 768, True
skyrim, midnightsk5barrow, 9, True, 256, 256, 768, 768, True
skyrim, stonegarden01_base, 9, True, 256, 256, 768, 768, True
elsweyr, sepulcherofmischance00_base, 9, True, 256, 256, 768, 768, True
greenshade, falinesticave_base, 9, True, 256, 256, 768, 768, True
elsweyr, orcrest_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, wgtgreenemporerway_base, 9, True, 256, 256, 768, 768, True
thievesguild, hiradirgecitadeltg6_s2_base, 9, True, 256, 256, 768, 768, True
clockwork, ccq1_map1_base, 9, True, 256, 256, 768, 768, True
battlegrounds, coloviancrossing_base, 9, True, 256, 256, 768, 768, True
auridon, vulkhelguard_base, 25, True, 256, 256, 1280, 1280, True
reapersmarch, thibautscairn_base, 9, True, 256, 256, 768, 768, True
skyrim, stonegarden02_base, 9, True, 256, 256, 768, 768, True
alikr, ashaba_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, dbsanctuary_base, 9, True, 256, 256, 768, 768, True
glenumbra, desolationsend_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ashalmawia03_base, 9, True, 256, 256, 768, 768, True
blackwood, arpenial_base, 9, True, 256, 256, 768, 768, True
wrothgar, oldorsiniummap03_base, 9, True, 256, 256, 768, 768, True
housing, kushalitsanctuaryint_base, 9, True, 256, 256, 768, 768, True
prologue, bwp2deadlands_base, 9, True, 256, 256, 768, 768, True
thievesguild, hiradirgecitadeltg6_s1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, kaushtarari02_base, 9, True, 256, 256, 768, 768, True
main, castleoftheworm5_base, 9, True, 256, 256, 768, 768, True
reapersmarch, fortsphinxmoth_base, 9, True, 256, 256, 768, 768, True
reach, u28_darkheart_rb6_t_base, 9, True, 256, 256, 768, 768, True
bangkorai, blackhearthavenarea4_base, 9, True, 256, 256, 768, 768, True
coldharbor, manorofrevelryint01_base, 9, True, 256, 256, 768, 768, True
wrothgar, morkul_base, 25, True, 256, 256, 1280, 1280, True
coldharbor, grundasgatehouseroom_base, 9, True, 256, 256, 768, 768, True
housing, erstwhilesanctuary_base, 9, True, 256, 256, 768, 768, True
craglorn, ui_map_bloodrootext1_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_borderwatch_chapel_base, 9, True, 256, 256, 768, 768, True
wrothgar, oldorsiniummap05_base, 9, True, 256, 256, 768, 768, True
coldharbor, villageofthelost_base, 9, True, 256, 256, 768, 768, True
malabaltor, stormwardenundercroft_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, athimahmanson03_base, 9, True, 256, 256, 768, 768, True
coldharbor, wailingprison2_base, 9, True, 256, 256, 768, 768, True
housing, u31_housing_doomchar, 9, True, 256, 256, 768, 768, True
bangkorai, nilataruinsboss_base, 9, True, 256, 256, 768, 768, True
temporarymaps, arpeniah_base, 9, True, 256, 256, 768, 768, True
craglorn, themagesstaff_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_room1_base, 9, True, 256, 256, 768, 768, True
craglorn, crgwamasucave_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_ardenthopeint_base, 9, True, 256, 256, 768, 768, True
vvardenfell, clockwork03_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivechoj01a_base, 9, True, 256, 256, 768, 768, True
summerset, ceytarn_dungeon02_base, 9, True, 256, 256, 768, 768, True
elsweyr, sugarslingersden01_base, 9, True, 256, 256, 768, 768, True
thievesguild, secludedsewers_room1_base, 9, True, 256, 256, 768, 768, True
cyrodiil, whitefallmountain_base, 9, True, 256, 256, 768, 768, True
coldharbor, foundryofwoe_base, 9, True, 256, 256, 768, 768, True
housing, luckycatintfloor2.base, 9, True, 256, 256, 768, 768, True
reach, u28_orrerychamber_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasshiveringisles_base, 9, True, 256, 256, 768, 768, True
thievesguild, hiradirgecitadeltg3_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, senchalpalace02_base, 9, True, 256, 256, 768, 768, True
reapersmarch, weepingwindcave_base, 9, True, 256, 256, 768, 768, True
battlegrounds, eldangavar1_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, castlekvatch01_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialprisondunint01_base, 9, True, 256, 256, 768, 768, True
housing, grandtopal_base, 25, True, 256, 256, 1280, 1280, True
alikr, alikr_base, 4, True, 1024, 1024, 2048, 2048, True
tamriel, tamriel, 16, True, 512, 512, 2048, 2048, True
vvardenfell, kudanat_base, 9, True, 256, 256, 768, 768, True
glenumbra, spindleclutch_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasmurkmireexterior_base, 9, True, 256, 256, 768, 768, True
housing, shroudedrealmext_base, 25, True, 256, 256, 1280, 1280, True
coldharbor, manorofrevelryint03_base, 9, True, 256, 256, 768, 768, True
housing, u32_agonysascent_int02_base, 9, True, 256, 256, 768, 768, True
alikr, kozanset_base, 25, True, 256, 256, 1280, 1280, True
thievesguild, hubalajadpalaceint_base, 9, True, 256, 256, 768, 768, True
alikr, shorecave_base, 9, True, 256, 256, 768, 768, True
housing, snowglobe_int2_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_welke_quest_base, 9, True, 256, 256, 768, 768, True
rivenspire, doomcragshroudedpass_base, 25, True, 256, 256, 1280, 1280, True
elsweyr, smugglershideout_base, 9, True, 256, 256, 768, 768, True
grahtwood, eldenrootmagesguilddown_base, 9, True, 256, 256, 768, 768, True
elsweyr, sunspirehall003_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, hallsofhighmaneboss_base, 9, True, 256, 256, 768, 768, True
summerset, shimmerene_base, 25, True, 256, 256, 1280, 1280, True
bangkorai, cryptoftheexiles_base, 9, True, 256, 256, 768, 768, True
coldharbor, manorofrevelrycave_base, 9, True, 256, 256, 768, 768, True
grahtwood, maarscave1_base, 9, True, 256, 256, 768, 768, True
skyrim, dragonbridge_base, 9, True, 256, 256, 768, 768, True
elsweyr, khasdaskeep02_base, 25, True, 256, 256, 1280, 1280, True
deshaan, forgottencrypts_base, 9, True, 256, 256, 768, 768, True
summerset, eldbursanctuary03_base, 25, True, 256, 256, 1280, 1280, True
craglorn, trl_so_map02_base, 9, True, 256, 256, 768, 768, True
cyrodiil, wgtpinnacle_base, 9, True, 256, 256, 768, 768, True
vvardenfell, nchuleftingth3_base, 9, True, 256, 256, 768, 768, True
shadowfen, loriasel_base, 9, True, 256, 256, 768, 768, True
greenshade, cityofashmain_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewer_ebonheart3_base, 36, True, 512, 512, 3072, 3072, True
southernelsweyr, dragonholdisland_int03_base, 9, True, 256, 256, 768, 768, True
rivenspire, cryptofhearts_base, 9, True, 256, 256, 768, 768, True
cyrodiil, crackedwoodcave_base, 9, True, 256, 256, 768, 768, True
summerset, eldbursanctuary04_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_dl6_ahope_volcano_base, 25, True, 256, 256, 1280, 1280, True
craglorn, rahniza_3, 9, True, 256, 256, 768, 768, True
craglorn, rahniza_2, 9, True, 256, 256, 768, 768, True
coldharbor, wailingprison7_base, 9, True, 256, 256, 768, 768, True
coldharbor, wailingprison1_base, 9, True, 256, 256, 768, 768, True
vvardenfell, ui_map_hofabrichall1_base, 9, True, 256, 256, 768, 768, True
justice, banditdenoneone_base, 9, True, 256, 256, 768, 768, True
skyrim, stonegarden03_base, 9, True, 256, 256, 768, 768, True
wrothgar, sorrowint03_base, 9, True, 256, 256, 768, 768, True
blackwood, vaultdelve_ext01_base, 9, True, 256, 256, 768, 768, True
justice, banditden7_room1_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, moongravesection4_base, 9, True, 256, 256, 768, 768, True
thievesguild, sulimamansion_floor2, 9, True, 256, 256, 768, 768, True
thievesguild, sulimamansion_floor1, 9, True, 256, 256, 768, 768, True
cyrodiil, potholecavern_base, 9, True, 256, 256, 768, 768, True
thievesguild, hubalajadpalaceint_02_h_base, 9, True, 256, 256, 768, 768, True
summerset, eldbursanctuary05_base, 25, True, 256, 256, 1280, 1280, True
bangkorai, thefarshores_base, 9, True, 256, 256, 768, 768, True
vvardenfell, mallapi_base, 9, True, 256, 256, 768, 768, True
reapersmarch, vilemansehouse02_base, 9, True, 256, 256, 768, 768, True
cyrodiil, muckvalleycavern_base, 9, True, 256, 256, 768, 768, True
clockwork, planisphere_map2_base, 9, True, 256, 256, 768, 768, True
summerset, ebonstadmont03_base, 9, True, 256, 256, 768, 768, True
stormhaven, bonesnapruinssecret_base, 9, True, 256, 256, 768, 768, True
vvardenfell, arkngthunch_base, 9, True, 256, 256, 768, 768, True
summerset, mindtrap_base, 25, True, 256, 256, 1280, 1280, True
deadlands, u32_dl6_ahope_inner_keep_base, 25, True, 256, 256, 1280, 1280, True
eastmarch, fortamol_base, 25, True, 256, 256, 1280, 1280, True
southernelsweyr, els_dragonguard_island01_base, 25, True, 256, 256, 1280, 1280, True
blackwood, u30leyawiinoutlawsrefugel_base, 9, True, 256, 256, 768, 768, True
bangkorai, sunkenroad_base, 9, True, 256, 256, 768, 768, True
bangkorai, hircineswoods_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_leyawiincastleint01_base, 9, True, 256, 256, 768, 768, True
wrothgar, arenasmurkmirecaveint_base, 9, True, 256, 256, 768, 768, True
vvardenfell, balur_base, 9, True, 256, 256, 768, 768, True
malabaltor, silvenarthroneroom_base, 9, True, 256, 256, 768, 768, True
auridon, entilasfolly_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, ui_map_domdepthsofmal5_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialprisondunint04_base, 9, True, 256, 256, 768, 768, True
housing, kunzarri.base, 25, True, 256, 256, 1280, 1280, True
vvardenfell, clockwork02_base, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapboss2, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapboss3, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapboss1, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapboss4, 9, True, 256, 256, 768, 768, True
deshaan, cauldronmapboss5, 9, True, 256, 256, 768, 768, True
bangkorai, unhallowedgravemap001b, 9, True, 256, 256, 768, 768, True
bangkorai, unhallowedgravemap001c, 9, True, 256, 256, 768, 768, True
craglorn, craglorn_base, 49, True, 256, 256, 1792, 1792, True
murkmire, ui_map_xal-vakka07_base, 9, True, 256, 256, 768, 768, True
blackwood, arpenial3_base, 9, True, 256, 256, 768, 768, True
greenshade, albeceansea_base, 25, True, 256, 256, 1280, 1280, True
coldharbor, wailingprison5_base, 9, True, 256, 256, 768, 768, True
thievesguild, fulstromhomestead_base, 25, True, 256, 256, 1280, 1280, True
wrothgar, wrothgaroutlawrefuge_base, 9, True, 256, 256, 768, 768, True
glenumbra, enduum_base, 9, True, 256, 256, 768, 768, True
main, coloredrooms_base, 9, True, 256, 256, 768, 768, True
grahtwood, burrootkwamamine_base, 9, True, 256, 256, 768, 768, True
reach, valthume_base, 9, True, 256, 256, 768, 768, True
wrothgar, orsiniumtemplelower_base, 9, True, 256, 256, 768, 768, True
craglorn, trl_so_map01_base, 9, True, 256, 256, 768, 768, True
bangkorai, viridianhideaway_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, castleanvil02_base, 9, True, 256, 256, 768, 768, True
shadowfen, visionofthehist_base, 9, True, 256, 256, 768, 768, True
housing, huntersglade_ext_base, 25, True, 256, 256, 1280, 1280, True
alikr, smugglerkingtunnel_base, 9, True, 256, 256, 768, 768, True
eastmarch, cragwallow_base, 9, True, 256, 256, 768, 768, True
wrothgar, rkindaleftint03_base, 9, True, 256, 256, 768, 768, True
craglorn, shadaburialgrounds_base, 9, True, 256, 256, 768, 768, True
cyrodiil, imperialsewers_aldmeri2_base, 36, True, 512, 512, 3072, 3072, True
cyrodiil, quickwatercave_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, bdvilla_map3int1, 9, True, 256, 256, 768, 768, True
coldharbor, malsorrastomb_base, 9, True, 256, 256, 768, 768, True
elsweyr, khasdaskeep03_base, 9, True, 256, 256, 768, 768, True
reapersmarch, thevilemansesecondfloor_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vivecsdelyn02b_base, 9, True, 256, 256, 768, 768, True
tutorial, uprootedhideout_dc1_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_fargravebazaar_base, 9, True, 256, 256, 768, 768, True
southernelsweyr, els_dg_laatvulonscavern_base, 25, True, 256, 256, 1280, 1280, True
southernelsweyr, dragonholdisland_int01_base, 9, True, 256, 256, 768, 768, True
wrothgar, oldorsiniummap02_base, 9, True, 256, 256, 768, 768, True
reach, u28_hallsofarthzandcap1_base, 9, True, 256, 256, 768, 768, True
darkbrotherhood, castleanvil03b_base, 9, True, 256, 256, 768, 768, True
thievesguild, glitteringgrotto_room4_base, 9, True, 256, 256, 768, 768, True
vvardenfell, gnisiseggmine_base, 9, True, 256, 256, 768, 768, True
wrothgar, bonerock_caverns_base, 9, True, 256, 256, 768, 768, True
summerset, eldbursanctuary01_base, 9, True, 256, 256, 768, 768, True
blackwood, stonewastesfortress_base, 9, True, 256, 256, 768, 768, True
stormhaven, bearclawmine_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_collectorvilla_int2_base, 9, True, 256, 256, 768, 768, True
thievesguild, undergroundsepulcher_cave, 9, True, 256, 256, 768, 768, True
greenshade, gurzagsmine_base, 9, True, 256, 256, 768, 768, True
summerset, eldbursanctuary02_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_borderwatch_ayl_vlt_base, 9, True, 256, 256, 768, 768, True
reach, forgottenvampireisland_base, 9, True, 256, 256, 768, 768, True
reapersmarch, sren-ja_base, 9, True, 256, 256, 768, 768, True
murkmire, teethofsithis02b_base, 9, True, 256, 256, 768, 768, True
reach, ui_map_skr_rbc2_base, 25, True, 256, 256, 1280, 1280, True
cyrodiil, imperialprisondunint03_base, 9, True, 256, 256, 768, 768, True
teaser, els_teaser_hoc_ext01, 9, True, 256, 256, 768, 768, True
clockwork, planisphere_map3_base, 9, True, 256, 256, 768, 768, True
summerset, psijicrelicvaults01_base, 9, True, 256, 256, 768, 768, True
craglorn, skyreachcatacombs1_base, 9, True, 256, 256, 768, 768, True
glenumbra, crosswych_base, 25, True, 256, 256, 1280, 1280, True
elsweyr, dancingmoon03_base, 9, True, 256, 256, 768, 768, True
housing, blackreachcrypts.base, 9, True, 256, 256, 768, 768, True
eastmarch, hallofthedead_base, 9, True, 256, 256, 768, 768, True
thievesguild, secludedsewers_room4_base, 9, True, 256, 256, 768, 768, True
main, castleoftheworm1_base, 9, True, 256, 256, 768, 768, True
wrothgar, icereachpart1, 9, True, 256, 256, 768, 768, True
wrothgar, icereachpart2, 9, True, 256, 256, 768, 768, True
reapersmarch, dune_base, 25, True, 256, 256, 1280, 1280, True
elsweyr, weepingscarpit_base, 9, True, 256, 256, 768, 768, True
justice, banditden8_room3_base, 9, True, 256, 256, 768, 768, True
summerset, ebonstadmont02_base, 9, True, 256, 256, 768, 768, True
stormhaven, norvulkruins_base, 9, True, 256, 256, 768, 768, True
summerset, kingshavenext_base, 25, True, 256, 256, 1280, 1280, True
blackwood, arpeniah_base, 9, True, 256, 256, 768, 768, True
blackwood, tdc_map_boss3rooms_001, 9, True, 256, 256, 768, 768, True
stonefalls, hightidehollow_base, 9, True, 256, 256, 768, 768, True
skyrim, skrtut_deepwoodtemple01_base, 9, True, 256, 256, 768, 768, True
bangkorai, unhallowedgravesecret2map, 9, True, 256, 256, 768, 768, True
rivenspire, shadowfatecavern_base, 9, True, 256, 256, 768, 768, True
shadowfen, shrineofblackworm_base, 9, True, 256, 256, 768, 768, True
housing, varlaisveaayleidext_base, 25, True, 256, 256, 1280, 1280, True
thievesguild, glitteringgrotto_room8_base, 9, True, 256, 256, 768, 768, True
summerset, corgradwasteshigher_base, 9, True, 256, 256, 768, 768, True
thievesguild, bahrahasgloom_secret2_base, 9, True, 256, 256, 768, 768, True
eastmarch, stormcragcrypt_base, 9, True, 256, 256, 768, 768, True
reach, nighthollowkeep2_base, 9, True, 256, 256, 768, 768, True
craglorn, rkhardahrk, 9, True, 256, 256, 768, 768, True
auridon, wansalen_base, 9, True, 256, 256, 768, 768, True
craglorn, howlingsepulchersoverland_base, 9, True, 256, 256, 768, 768, True
murkmire, ui_map_tsofeercavern01, 9, True, 256, 256, 768, 768, True
deadlands, u32_agonysascent_int03_base, 9, True, 256, 256, 768, 768, True
deadlands, u32_dreaded_refuge_int_base, 9, True, 256, 256, 768, 768, True
craglorn, frostmonarchlair_base, 9, True, 256, 256, 768, 768, True
justice, banditden11r1_base, 9, True, 256, 256, 768, 768, True
grahtwood, dessicatedcave_base, 9, True, 256, 256, 768, 768, True
eastmarch, oldsordscave_base, 9, True, 256, 256, 768, 768, True
skyrim, knightfall3_base, 9, True, 256, 256, 768, 768, True
blackwood, u30_oblivion_portal_boss_base, 9, True, 256, 256, 768, 768, True
summerset, seakeep_02_base, 9, True, 256, 256, 768, 768, True
vvardenfell, vvardenfell_base, 81, True, 256, 256, 2304, 2304, True
greenshade, imperialundergroundpart1_base, 9, True, 256, 256, 768, 768, True
greenshade, ilmyris_base, 9, True, 256, 256, 768, 768, True
